municipio_codigo,nome_municipio,uf,semana_epidemiologica,temperatura_media_c,temperatura_max_c,umidade_relativa_pct,precipitacao_acumulada_mm,ndvi_medio,cobertura_agua_pct,altitude_media_m,populacao_exposta,densidade_demografica,indice_saneamento_pct,casos_semana_anterior,precip_tendencia,temp_tendencia,nivel_risco
MUN_098,Itaquaquecetuba,AM,10,19.46,25.01,65.13,69.06,0.33,5.33,29.2,995364,299.9,81.5,38.66,69.73,21.85,Alto
MUN_095,Uberlândia,SP,38,23.98,27.84,58.56,55.74,0.327,5.78,491.6,822261,312.9,83.3,62.88,32.15,20.74,Alto
MUN_179,Macaé,AM,46,26.49,31.33,59.22,42.22,0.329,2.02,970.1,971536,376.8,64.8,68.38,61.0,25.0,Baixo
MUN_136,Ribeirão Preto,RN,31,27.66,32.46,66.5,33.92,0.399,2.5,824.7,553881,154.9,74.5,29.95,27.84,26.94,Baixo
MUN_011,Natal,AM,50,24.1,27.74,56.91,32.23,0.312,2.19,1119.4,520568,64.3,78.7,26.51,31.87,28.45,Baixo
MUN_124,Campinas,BA,51,27.96,31.15,73.2,123.22,0.381,6.56,171.1,2289947,414.9,55.3,70.55,112.36,27.99,Medio
MUN_177,Montes Claros,PR,1,19.11,22.83,57.42,11.86,0.336,2.05,703.9,1338670,489.8,69.5,65.25,26.41,19.64,Medio
MUN_025,Macaé,AM,4,28.84,34.08,71.22,41.94,0.191,3.36,278.0,1645217,400.2,55.8,69.96,30.85,29.54,Alto
MUN_039,Curitiba,BA,10,23.24,27.26,67.03,104.35,0.388,4.84,149.3,706334,290.6,63.1,65.37,116.47,24.95,Medio
MUN_113,Fortaleza,RJ,14,32.78,36.09,59.2,25.37,0.158,2.81,96.5,1412801,424.3,65.9,57.84,7.57,35.84,Alto
MUN_002,Santos,SC,4,31.11,35.86,74.01,35.27,0.096,4.8,614.3,2440877,384.2,65.6,55.99,24.16,31.76,Medio
MUN_032,Curitiba,GO,29,22.77,26.21,59.15,36.61,0.286,8.26,1118.5,1395059,124.8,81.3,11.19,23.08,19.6,Baixo
MUN_076,Uberlândia,BA,49,28.61,31.73,46.84,14.68,0.257,5.16,671.5,2133126,274.7,51.7,53.96,27.71,32.35,Baixo
MUN_194,Recife,AM,35,25.21,30.49,55.44,20.79,0.183,3.33,945.4,1713805,393.2,85.1,36.52,6.45,26.9,Baixo
MUN_091,Ribeirão Preto,AM,46,32.12,38.62,69.45,50.31,0.233,4.96,371.6,463054,31.9,70.2,49.52,37.93,32.4,Alto
MUN_113,Santos,RJ,5,26.68,29.79,66.98,28.2,0.373,2.99,130.0,342255,309.8,67.3,37.93,30.91,25.39,Alto
MUN_019,Santos,PA,52,28.18,32.42,58.62,48.15,0.257,3.97,568.6,864943,395.5,59.0,54.79,58.4,25.52,Medio
MUN_049,Recife,RJ,45,22.46,25.9,71.76,59.68,0.316,6.62,181.2,2072485,396.2,62.9,56.7,81.17,20.65,Medio
MUN_157,Manaus,AM,44,27.17,31.04,60.13,65.72,0.466,4.44,735.2,1928798,180.4,80.8,27.04,64.26,30.41,Baixo
MUN_106,Caxias do Sul,RS,6,26.21,32.44,60.43,37.39,0.272,4.98,912.6,1717118,432.7,66.3,46.5,31.89,24.14,Alto
MUN_169,Manaus,RN,12,33.99,37.62,61.97,47.57,0.148,6.85,705.5,1117873,49.6,80.2,26.01,39.77,37.22,Baixo
MUN_065,Fortaleza,RN,33,25.64,29.96,62.22,39.18,0.302,6.26,32.0,127634,220.7,60.7,42.73,60.62,28.5,Alto
MUN_066,Curitiba,GO,23,30.19,34.17,54.25,21.17,0.276,2.15,1015.9,1961485,114.9,100.0,16.44,24.16,29.85,Baixo
MUN_110,Belém,GO,14,25.96,29.02,71.94,62.86,0.369,3.22,1164.2,923274,199.5,82.8,36.23,67.85,28.24,Baixo
MUN_187,Natal,PE,1,24.39,29.53,63.33,53.14,0.367,6.82,791.6,355872,241.6,72.7,54.55,61.91,26.22,Baixo
MUN_077,Montes Claros,SP,49,24.61,29.5,54.49,62.95,0.245,3.73,896.4,882793,24.9,96.9,16.5,68.17,24.17,Baixo
MUN_064,Manaus,TO,43,31.11,38.38,51.9,35.02,0.453,3.71,722.5,1130253,380.5,69.9,62.82,36.47,30.98,Medio
MUN_015,Palmas,PR,52,28.45,32.42,60.41,13.86,0.339,3.41,914.9,544260,401.5,66.8,54.21,2.57,29.24,Baixo
MUN_131,Montes Claros,PA,19,25.98,29.41,53.85,80.43,0.322,2.77,67.1,2165278,377.6,54.1,62.19,90.96,25.85,Medio
MUN_189,Salvador,SP,17,26.9,32.79,62.14,34.02,0.162,4.32,307.3,829280,397.7,67.9,65.28,41.32,26.04,Alto
MUN_013,Caxias do Sul,AM,10,30.36,37.93,54.19,30.95,0.353,1.51,867.8,94680,438.2,70.7,58.66,31.61,28.0,Alto
MUN_039,Natal,RN,8,30.51,36.43,63.42,37.43,0.289,5.48,498.7,743255,260.3,74.1,46.34,33.49,30.22,Medio
MUN_030,Goiânia,CE,35,25.29,30.26,56.3,39.48,0.341,3.82,500.8,313383,239.0,76.2,28.66,36.1,24.49,Medio
MUN_149,Campinas,BA,48,17.9,22.86,78.84,65.16,0.167,5.73,490.6,2098111,124.7,76.7,33.96,67.64,14.05,Medio
MUN_092,Itaquaquecetuba,PE,28,27.82,31.81,61.97,80.0,0.373,8.03,733.5,2766595,275.5,62.9,42.25,72.88,25.24,Medio
MUN_183,Montes Claros,GO,32,26.86,31.97,64.71,93.75,0.395,5.46,343.5,1460083,359.0,52.0,51.32,83.21,28.25,Alto
MUN_045,Araguaína,SP,36,28.65,33.3,62.11,61.79,0.444,7.74,83.4,868808,83.1,74.1,20.6,74.88,25.77,Medio
MUN_040,Santos,PE,51,21.92,28.08,76.84,79.05,0.304,3.85,845.5,1676039,498.1,47.2,72.3,67.38,23.84,Alto
MUN_083,Uberlândia,PE,2,25.74,28.51,63.07,68.46,0.398,3.15,439.6,1797554,182.3,71.4,25.78,51.95,24.61,Medio
MUN_144,Fortaleza,RJ,19,27.94,34.06,71.31,72.75,0.526,5.58,387.1,85749,248.1,52.3,61.09,59.69,29.52,Medio
MUN_199,Ribeirão Preto,CE,48,24.05,29.61,60.8,6.18,0.202,2.52,441.5,240055,267.6,63.3,47.92,5.57,20.69,Baixo
MUN_138,Macaé,RJ,10,26.88,34.08,72.14,29.13,0.321,2.05,713.0,740554,231.0,82.2,32.84,21.97,26.11,Baixo
MUN_086,Curitiba,RN,40,33.86,39.3,80.98,116.54,0.426,5.51,1048.7,1860002,263.7,76.4,41.41,122.33,30.1,Baixo
MUN_098,Macaé,PA,1,26.88,32.89,64.94,44.05,0.324,4.46,1124.4,412587,191.3,58.3,56.54,53.26,24.09,Baixo
MUN_057,Curitiba,TO,6,27.55,31.0,61.31,23.96,0.236,2.51,1081.6,1995752,362.2,64.2,43.85,31.7,25.19,Baixo
MUN_076,Santos,SC,18,23.39,30.08,56.39,21.0,0.294,6.91,536.0,430487,59.6,90.2,0.0,9.17,20.06,Baixo
MUN_186,Macaé,BA,35,31.97,36.53,90.84,121.87,0.447,5.36,1027.3,2400369,474.7,59.2,68.42,107.52,33.34,Alto
MUN_189,Palmas,RJ,26,23.7,27.97,55.19,16.83,0.223,5.91,805.3,696014,162.2,91.5,18.32,28.26,22.18,Baixo
MUN_058,Recife,PR,4,28.81,33.93,75.42,93.98,0.458,4.96,545.7,2940571,336.9,69.0,59.93,88.74,29.53,Alto
MUN_004,Natal,TO,5,30.46,36.17,60.78,18.9,0.408,3.18,68.3,478084,414.7,69.7,73.19,10.06,29.24,Alto
MUN_181,Sorocaba,RS,15,24.97,30.33,59.72,27.9,0.272,1.11,1100.1,1470431,372.7,73.3,41.59,30.5,21.29,Baixo
MUN_144,Caxias do Sul,AM,4,27.96,33.58,60.9,18.44,0.253,0.0,80.6,2972787,75.1,91.3,26.06,23.95,27.84,Medio
MUN_070,Santos,BA,15,27.77,33.09,73.38,61.8,0.305,6.2,156.7,2102105,203.5,61.7,23.24,69.17,25.78,Medio
MUN_083,Belém,TO,9,23.44,28.08,78.98,51.04,0.296,7.66,119.8,78677,314.9,58.8,63.56,49.13,22.99,Alto
MUN_008,Itaquaquecetuba,BA,31,26.56,32.5,53.63,49.56,0.466,7.77,708.7,426656,344.5,65.5,62.81,52.14,24.44,Alto
MUN_132,Campinas,BA,16,25.63,30.9,62.11,42.29,0.365,6.07,802.1,775838,360.2,72.7,47.08,49.0,24.52,Baixo
MUN_111,Itaquaquecetuba,AM,24,23.82,27.56,64.36,58.84,0.498,2.45,175.7,1338451,336.0,81.8,64.91,72.71,25.54,Medio
MUN_182,Natal,AM,39,27.04,30.96,43.32,17.51,0.286,4.59,234.4,1201307,434.4,58.9,60.79,7.85,30.4,Alto
MUN_006,Araguaína,RN,35,20.77,26.96,81.72,39.15,0.334,2.41,39.2,2746474,412.0,68.1,45.9,35.19,22.18,Medio
MUN_042,Caxias do Sul,SC,45,27.11,29.5,66.78,71.0,0.278,6.46,681.0,1441250,460.3,40.3,69.59,83.17,29.31,Alto
MUN_022,Campinas,GO,35,28.96,33.75,76.95,78.97,0.375,0.12,464.6,2264934,141.0,66.5,42.27,78.36,26.17,Medio
MUN_083,Caxias do Sul,SC,21,25.57,28.97,79.35,148.91,0.372,8.15,1105.3,2360653,401.1,73.6,65.38,151.48,24.67,Medio
MUN_130,Salvador,GO,28,23.86,28.68,55.34,45.28,0.405,4.79,208.3,1662456,150.1,92.3,9.38,67.78,23.03,Baixo
MUN_171,Uberlândia,CE,16,33.97,37.39,54.13,16.09,0.327,3.19,1168.8,313438,272.1,77.0,32.85,22.65,34.31,Baixo
MUN_043,Montes Claros,SP,26,25.79,30.6,58.62,68.31,0.382,5.99,915.7,1697336,393.9,67.2,48.55,62.87,24.18,Alto
MUN_145,Belém,CE,23,28.48,34.18,67.16,21.4,0.292,3.42,817.7,230524,490.3,52.8,80.77,17.92,32.22,Medio
MUN_194,Sorocaba,PE,41,31.91,36.29,78.04,63.23,0.412,5.17,6.2,2762118,134.0,75.3,22.77,71.78,33.27,Medio
MUN_043,Sorocaba,TO,28,27.65,32.52,63.55,17.28,0.25,2.55,929.2,1219317,253.2,57.2,52.48,26.4,28.85,Baixo
MUN_079,Itaquaquecetuba,TO,47,27.98,31.85,53.09,34.75,0.163,4.55,914.0,2748779,252.9,70.0,35.04,27.82,24.06,Baixo
MUN_029,Itaquaquecetuba,SP,50,25.35,29.88,64.31,103.25,0.36,8.51,223.3,2497508,325.8,81.7,60.1,100.1,25.79,Alto
MUN_157,Sorocaba,AM,28,27.75,31.9,69.21,29.57,0.281,7.23,1039.9,614431,171.3,75.6,30.01,26.63,28.02,Baixo
MUN_107,Crato,SP,44,28.23,33.12,88.71,132.46,0.325,10.0,392.3,2436503,457.0,64.6,68.98,137.09,27.96,Alto
MUN_007,Fortaleza,AM,25,29.62,37.14,64.48,22.01,0.389,2.97,524.6,1940485,216.9,77.4,29.47,25.74,28.96,Medio
MUN_187,Natal,GO,4,17.98,21.79,59.7,34.49,0.325,3.59,1018.0,1451406,422.9,57.8,51.95,34.07,20.17,Baixo
MUN_076,Sorocaba,RN,25,29.17,33.36,77.68,76.29,0.393,3.65,245.3,1925641,362.9,60.6,71.61,62.25,31.42,Alto
MUN_081,Recife,RJ,23,22.78,27.57,64.63,29.34,0.247,0.0,272.3,2934397,299.0,73.8,69.84,23.17,21.39,Medio
MUN_049,Uberlândia,PR,26,34.92,39.0,67.34,22.25,0.268,2.39,501.3,2126115,399.3,59.2,62.22,11.7,32.34,Medio
MUN_135,Palmas,PR,18,19.9,25.11,58.71,40.84,0.131,5.47,656.2,2880539,305.3,70.0,55.09,46.52,18.01,Baixo
MUN_076,Campinas,PR,36,31.5,36.47,54.35,33.63,0.277,3.76,1022.8,2169490,379.2,75.3,57.07,26.78,32.48,Baixo
MUN_128,Macaé,GO,23,25.44,29.43,64.05,21.51,0.484,2.88,450.5,2638216,406.8,55.1,51.98,26.68,24.0,Medio
MUN_183,Montes Claros,AM,39,25.08,31.16,69.06,56.66,0.34,5.63,790.3,512544,411.6,47.5,63.02,76.15,22.01,Medio
MUN_157,Ribeirão Preto,MG,50,25.06,29.79,60.33,23.63,0.259,2.02,336.0,2033054,126.5,76.0,27.76,32.77,26.43,Baixo
MUN_033,Curitiba,SC,6,23.17,27.23,60.55,42.53,0.358,2.86,182.2,866969,353.4,50.1,82.14,50.7,23.97,Medio
MUN_051,Belém,CE,11,22.32,26.54,58.8,59.81,0.434,3.56,286.3,1158038,121.4,81.4,29.58,65.55,22.33,Alto
MUN_126,Curitiba,RN,35,25.95,31.0,69.38,71.55,0.406,4.1,1077.9,2069479,403.5,77.0,56.07,64.58,28.06,Baixo
MUN_126,Araguaína,AM,20,25.94,31.84,64.99,65.76,0.377,6.18,1109.6,174375,46.6,90.5,19.8,45.98,24.75,Baixo
MUN_155,Uberlândia,RS,21,24.55,30.21,65.94,50.18,0.244,6.06,983.2,1545211,149.6,81.7,43.8,51.16,26.85,Baixo
MUN_008,Manaus,RJ,26,28.21,32.97,62.64,66.39,0.35,6.85,730.1,757454,367.0,54.8,63.31,83.88,29.48,Alto
MUN_062,Curitiba,AM,29,25.95,30.07,71.25,33.03,0.281,5.43,1086.3,127438,478.3,53.0,65.46,21.19,25.67,Medio
MUN_071,Montes Claros,RS,49,26.23,30.77,74.32,44.53,0.162,2.74,358.3,983300,440.8,54.7,70.8,47.92,25.34,Alto
MUN_027,Goiânia,AM,47,19.95,24.63,57.01,19.04,0.295,0.0,1069.2,552541,283.1,55.0,45.26,31.43,19.96,Baixo
MUN_021,Belém,RJ,52,24.01,27.28,66.21,108.68,0.404,8.53,965.4,2268646,234.1,83.9,39.88,98.82,22.05,Baixo
MUN_071,Fortaleza,PA,31,25.22,31.09,50.93,15.07,0.17,2.35,661.6,127308,460.3,57.9,76.89,3.45,23.43,Alto
MUN_154,Caxias do Sul,GO,32,28.96,33.9,45.75,18.65,0.096,1.44,976.8,2318353,64.5,66.9,38.14,14.32,24.93,Baixo
MUN_148,Recife,SC,27,29.47,35.5,70.89,38.0,0.272,2.03,155.0,972929,441.2,47.0,68.85,33.63,29.31,Medio
MUN_079,Campinas,PE,50,20.24,27.29,63.3,119.51,0.511,6.62,133.2,1708503,214.0,58.5,28.98,129.69,20.03,Alto
MUN_199,Natal,PA,16,26.28,31.91,64.63,46.77,0.247,0.0,337.9,200742,371.3,56.4,69.48,47.71,26.49,Alto
MUN_054,Belém,RJ,52,23.0,28.12,70.7,16.77,0.285,2.6,1197.5,875282,108.8,81.2,14.32,36.79,24.07,Baixo
MUN_121,Araguaína,GO,34,30.99,35.27,74.38,36.08,0.374,1.01,890.6,2876685,397.3,69.5,65.74,26.08,28.76,Baixo
MUN_140,Uberlândia,SP,9,21.74,29.76,51.04,50.99,0.313,5.27,1009.7,2555934,388.9,60.3,70.43,43.75,22.9,Baixo
MUN_184,Palmas,MG,29,27.76,33.07,74.92,36.31,0.299,5.32,574.2,2165889,459.4,54.1,77.93,35.75,31.48,Alto
MUN_109,Manaus,PA,50,26.12,30.91,63.64,26.02,0.223,3.62,890.0,347486,343.8,68.1,40.97,22.88,29.9,Baixo
MUN_197,Natal,RJ,14,25.04,29.93,66.25,27.91,0.271,6.7,578.5,2754058,61.8,79.7,7.8,38.46,27.11,Baixo
MUN_028,Manaus,GO,36,26.55,31.74,84.21,44.01,0.161,3.3,538.9,374812,43.8,87.1,9.23,59.58,26.79,Baixo
MUN_080,Itaquaquecetuba,CE,15,30.61,33.68,48.45,26.09,0.123,9.06,278.4,2019102,78.7,82.5,29.68,30.03,30.64,Baixo
MUN_161,Sorocaba,PR,25,29.09,34.45,70.83,57.36,0.145,6.81,189.2,2090473,298.8,66.4,61.27,57.21,32.02,Alto
MUN_126,Itaquaquecetuba,PE,3,29.45,32.41,50.15,51.3,0.238,5.73,309.3,2308553,304.6,74.5,46.83,40.41,28.23,Medio
MUN_131,Uberlândia,AM,16,27.7,35.08,74.46,52.39,0.411,4.71,1052.5,881662,208.5,81.4,29.9,43.42,28.45,Baixo
MUN_111,Palmas,SC,31,26.36,30.54,65.4,53.29,0.334,6.64,827.5,1548544,214.6,63.8,45.95,51.51,23.87,Baixo
MUN_171,Manaus,GO,42,25.47,30.77,69.35,85.84,0.419,3.74,567.6,2525038,67.7,82.2,8.8,76.89,22.45,Baixo
MUN_141,Ribeirão Preto,CE,17,35.35,41.52,63.73,27.15,0.448,1.61,430.3,2269958,333.9,62.7,42.78,28.39,30.56,Medio
MUN_023,Curitiba,AM,22,25.17,32.6,62.55,75.86,0.482,5.99,780.5,822875,495.8,59.5,81.67,61.8,24.8,Alto
MUN_133,Macaé,SC,20,26.14,33.03,67.57,25.64,0.161,5.38,1000.0,2619278,30.7,94.9,15.98,27.83,26.58,Baixo
MUN_074,Sorocaba,MG,17,30.95,36.48,54.21,80.52,0.409,1.95,523.3,1909537,423.7,63.9,64.89,72.89,31.14,Alto
MUN_110,Macaé,PA,15,26.9,31.79,74.06,69.42,0.276,5.44,301.7,2265173,459.1,55.4,89.32,67.66,24.47,Alto
MUN_049,Salvador,PA,3,23.58,28.33,63.14,8.79,0.291,2.33,216.7,61353,385.8,71.9,51.04,4.58,24.43,Alto
MUN_079,Sorocaba,PR,41,24.01,30.56,71.71,93.04,0.364,5.33,68.6,1170914,343.3,54.8,63.03,77.42,23.02,Alto
MUN_026,Goiânia,RS,34,18.7,22.88,54.88,32.61,0.37,0.0,513.4,2833652,274.7,84.0,57.74,47.0,16.73,Medio
MUN_106,Goiânia,GO,48,31.14,35.97,57.37,11.61,0.378,3.4,493.0,2694336,40.2,83.1,20.44,20.0,32.34,Baixo
MUN_184,Palmas,MG,29,27.76,33.07,74.92,36.31,0.299,5.32,574.2,2165889,459.4,54.1,77.93,35.75,31.48,Alto
MUN_114,Natal,PE,12,28.78,32.48,64.93,41.98,0.217,4.87,107.2,180489,298.6,70.7,59.11,30.99,28.77,Alto
MUN_096,Caxias do Sul,MG,18,27.94,33.46,61.92,46.22,0.278,3.63,673.9,2418237,266.3,72.0,33.05,49.07,28.18,Baixo
MUN_043,Macaé,MG,37,21.7,27.64,51.11,42.6,0.169,3.64,144.2,2228181,223.1,78.0,43.05,37.32,19.52,Medio
MUN_196,Itaquaquecetuba,PA,43,28.45,32.64,82.12,186.13,0.561,13.26,394.4,1146545,64.5,85.0,42.02,182.46,26.2,Alto
MUN_138,Palmas,CE,24,25.44,30.81,63.77,31.9,0.14,1.94,36.8,818544,133.2,74.3,28.02,48.03,27.04,Medio
MUN_160,Santos,BA,32,23.64,27.83,74.68,92.91,0.482,5.79,1161.0,2566244,478.1,60.9,69.63,82.85,24.22,Alto
MUN_025,Macaé,AM,4,28.84,34.08,71.22,41.94,0.191,3.36,278.0,1645217,400.2,55.8,69.96,30.85,29.54,Alto
MUN_028,Palmas,TO,12,23.01,28.06,57.78,42.87,0.312,6.74,451.5,2586289,364.1,73.4,59.27,8.5,20.37,Alto
MUN_133,Araguaína,RN,51,32.08,39.77,65.17,24.37,0.224,2.54,290.2,1878287,171.8,82.5,8.14,35.87,34.36,Baixo
MUN_114,Salvador,PR,1,27.84,31.86,67.69,49.84,0.223,2.93,179.5,2790707,198.6,69.9,66.09,54.95,27.9,Alto
MUN_173,Crato,SP,1,27.61,34.4,62.36,40.4,0.24,1.7,176.8,2486819,322.3,81.9,52.22,27.3,31.38,Medio
MUN_095,Uberlândia,PA,14,25.15,30.5,49.01,76.15,0.366,5.84,1056.2,2290527,368.2,68.4,57.72,72.05,20.63,Baixo
MUN_155,Fortaleza,TO,22,27.45,32.85,68.82,35.85,0.45,3.92,642.5,673056,245.1,81.9,41.36,19.6,29.21,Baixo
MUN_081,Crato,RS,41,26.34,31.87,53.8,36.08,0.255,5.69,1161.3,1290078,179.7,67.9,35.41,31.55,32.07,Baixo
MUN_194,Santos,RN,30,30.24,38.54,62.82,103.5,0.513,7.14,995.5,1056521,385.0,54.2,61.54,113.83,32.64,Alto
MUN_085,Fortaleza,RN,34,25.65,31.87,60.2,36.96,0.4,3.61,558.4,297656,355.2,84.2,62.82,14.11,22.24,Medio
MUN_075,Macaé,CE,23,26.53,30.87,64.76,45.88,0.32,0.69,1171.8,2421791,40.7,94.1,26.69,44.72,26.51,Baixo
MUN_100,Belém,PE,8,17.32,22.08,65.28,45.02,0.329,4.59,145.5,1589513,136.4,97.2,30.65,48.48,17.94,Medio
MUN_093,Palmas,TO,51,25.09,29.14,84.11,57.26,0.252,4.58,600.6,2109984,407.4,59.3,63.92,55.19,25.16,Medio
MUN_185,Salvador,BA,9,32.82,36.72,78.32,141.52,0.407,8.74,910.6,2888312,425.5,60.0,81.11,135.36,37.07,Alto
MUN_173,Fortaleza,GO,50,24.89,31.74,63.43,9.81,0.175,5.33,410.3,1213592,453.3,54.0,76.22,16.22,27.46,Alto
MUN_137,Palmas,CE,33,25.13,29.34,58.75,51.46,0.343,3.31,68.8,184152,241.9,69.1,27.19,46.23,24.48,Medio
MUN_026,Manaus,GO,32,20.75,26.24,81.4,100.01,0.263,5.17,642.6,2981535,216.7,69.5,30.52,102.38,18.59,Medio
MUN_073,Ribeirão Preto,RJ,7,30.19,35.56,57.56,25.25,0.34,0.62,859.0,1995625,160.4,73.4,46.52,18.07,26.07,Baixo
MUN_167,Belém,PA,38,15.52,20.63,75.93,73.98,0.386,2.81,911.9,2826306,359.1,65.6,62.38,75.7,13.91,Medio
MUN_016,Belém,PR,24,29.68,34.31,51.96,31.31,0.23,6.12,388.5,2208473,340.7,75.5,33.83,44.45,30.0,Medio
MUN_068,Macaé,CE,45,23.46,29.83,64.52,29.26,0.309,5.11,1152.7,1738511,337.2,63.4,58.8,36.52,22.19,Baixo
MUN_062,Fortaleza,SC,46,23.43,27.26,55.8,28.73,0.328,3.53,697.9,1899548,339.1,59.2,59.23,16.7,21.89,Baixo
MUN_132,Curitiba,PA,19,24.92,30.57,67.79,157.82,0.596,9.12,1153.4,2573628,107.1,79.2,36.53,156.28,21.86,Baixo
MUN_099,Santos,PA,46,22.67,27.66,58.16,47.8,0.369,4.06,692.6,368013,167.4,79.5,24.47,41.86,22.99,Baixo
MUN_062,Caxias do Sul,PE,23,24.1,29.31,66.32,81.06,0.326,4.93,552.6,2278644,274.2,66.6,58.84,105.19,25.85,Medio
MUN_195,Santos,GO,26,26.9,32.32,51.02,41.32,0.263,3.02,975.8,2839121,466.3,57.3,85.04,38.86,27.33,Alto
MUN_110,Sorocaba,BA,23,27.43,32.44,62.12,89.76,0.486,8.53,973.5,55383,157.0,70.7,47.84,98.62,27.17,Baixo
MUN_073,Curitiba,RN,5,20.99,25.96,67.18,21.59,0.386,5.51,603.0,1424861,49.1,85.3,3.58,23.89,20.31,Baixo
MUN_179,Crato,PR,30,25.0,30.45,57.1,28.14,0.277,2.96,792.8,2130781,405.0,64.4,64.04,28.99,26.06,Alto
MUN_025,Campinas,PA,39,27.17,33.19,69.25,49.49,0.452,4.9,304.9,1104630,418.5,56.2,75.11,67.6,29.27,Alto
MUN_186,Sorocaba,RS,45,27.53,32.88,61.19,12.04,0.215,1.93,593.3,79530,295.5,73.6,47.53,11.18,30.67,Baixo
MUN_020,Fortaleza,BA,25,27.48,31.13,67.13,33.87,0.209,2.6,1145.4,2594955,333.5,64.6,54.89,62.83,27.38,Baixo
MUN_165,Recife,RJ,49,25.56,32.09,50.75,12.76,0.22,0.27,824.9,1580421,272.8,80.4,46.84,7.18,24.62,Baixo
MUN_016,Macaé,CE,9,31.31,38.14,82.05,108.85,0.52,7.71,701.9,2933796,61.0,92.4,26.07,106.04,34.47,Baixo
MUN_130,Caxias do Sul,SP,3,26.68,30.87,59.11,49.12,0.194,4.6,898.4,1272234,254.0,70.5,45.9,63.23,24.11,Baixo
MUN_131,Montes Claros,TO,40,20.97,25.16,45.48,17.24,0.407,8.47,762.4,223201,486.0,45.9,83.68,11.65,21.73,Alto
MUN_102,Caxias do Sul,SP,27,26.24,30.24,45.31,16.55,0.2,6.9,33.3,501597,331.1,72.7,38.78,19.03,26.97,Medio
MUN_171,Palmas,PA,1,26.65,32.65,72.19,41.5,0.278,5.3,1097.9,2273315,328.6,62.5,68.47,53.02,27.25,Baixo
MUN_003,Belém,AM,38,29.24,35.19,61.72,23.08,0.225,3.99,1043.2,1458100,30.3,85.9,6.15,13.62,26.33,Baixo
MUN_144,Montes Claros,CE,22,29.38,34.91,71.8,69.47,0.382,3.52,820.1,1849178,87.3,85.7,30.66,41.65,31.18,Baixo
MUN_041,Crato,TO,19,26.09,31.24,57.34,42.9,0.261,4.21,707.7,882966,147.7,74.2,28.32,47.74,28.06,Baixo
MUN_027,Goiânia,CE,38,24.34,28.06,69.73,23.1,0.226,1.99,597.1,2753231,324.5,63.8,43.06,25.86,25.17,Medio
MUN_042,Santos,PA,24,22.07,28.15,67.15,38.48,0.22,4.55,697.1,65909,120.3,73.9,40.67,51.42,25.26,Baixo
MUN_115,Palmas,PR,36,36.63,40.83,62.92,36.0,0.3,1.69,260.1,195216,38.0,92.2,34.37,39.46,37.16,Medio
MUN_116,Fortaleza,GO,33,26.79,31.01,50.19,52.56,0.248,1.89,851.7,634234,30.2,79.2,0.0,58.53,26.86,Baixo
MUN_059,Recife,BA,23,27.66,32.29,64.96,31.22,0.46,4.14,1091.0,667562,183.1,79.7,35.28,25.35,25.01,Baixo
MUN_168,Macaé,PR,18,29.46,34.63,68.98,32.47,0.176,1.76,784.4,619889,54.9,87.2,28.59,36.36,28.76,Baixo
MUN_111,Curitiba,SP,52,24.53,30.4,54.87,32.18,0.389,3.66,350.4,1094614,399.8,63.1,79.13,32.27,22.79,Alto
MUN_136,Ribeirão Preto,BA,3,24.4,28.63,83.07,100.4,0.294,10.46,257.1,2486497,173.4,88.8,50.24,114.6,22.09,Medio
MUN_120,Sorocaba,TO,4,27.48,30.69,66.09,58.22,0.343,4.63,490.6,2820663,263.5,74.2,36.56,73.29,27.86,Medio
MUN_023,Curitiba,AM,22,25.17,32.6,62.55,75.86,0.482,5.99,780.5,822875,495.8,59.5,81.67,61.8,24.8,Alto
MUN_064,Curitiba,PE,45,20.29,23.78,63.4,59.38,0.324,4.56,306.5,1516698,148.9,83.8,42.15,50.51,22.82,Medio
MUN_156,Ribeirão Preto,SC,48,21.77,26.04,60.13,33.27,0.351,5.38,1003.4,1683902,33.1,87.3,10.09,53.5,20.23,Baixo
MUN_071,Goiânia,RJ,29,30.73,36.56,63.32,38.23,0.309,2.32,94.7,1983456,442.6,68.4,67.1,53.09,27.8,Alto
MUN_127,Campinas,RS,23,17.63,21.56,60.91,74.05,0.218,4.51,323.9,2791076,470.6,69.4,42.95,80.55,19.07,Medio
MUN_192,Belém,TO,10,22.52,28.76,74.86,53.15,0.295,4.33,403.7,2558560,146.8,81.4,29.0,40.6,19.73,Baixo
MUN_139,Crato,PE,48,23.88,29.82,62.58,54.24,0.329,2.32,806.6,2340946,61.4,95.3,4.03,42.4,20.24,Baixo
MUN_142,Manaus,MG,25,27.83,32.25,54.81,17.02,0.168,3.93,1098.8,640795,146.7,82.2,28.38,20.92,30.54,Baixo
MUN_047,Belém,SP,33,28.09,34.15,65.69,29.84,0.173,4.37,262.0,2783306,395.0,65.7,58.16,42.93,27.37,Alto
MUN_113,Macaé,CE,39,25.87,30.75,62.94,10.35,0.415,4.69,708.4,2947974,150.8,78.1,24.91,11.35,30.8,Baixo
MUN_043,Santos,SC,4,26.25,31.53,59.06,35.86,0.393,6.03,97.3,2415700,149.0,84.7,25.45,36.73,24.05,Medio
MUN_080,Manaus,RN,36,26.65,31.75,62.24,22.13,0.224,5.68,110.2,503109,233.3,72.1,36.12,56.2,23.58,Medio
